episode_id,state_id,seed,action_seed,round,p_A_true,p_B_true,cumulative_score,choice_history,reward_history,conversation,previous_outcome,layer,neuron_set,intervention_type,alpha,probe_value_pre,probe_value_post,logit_A,logit_B,logit_C,p_A,p_B,p_stop,p_continue,persistence_logit,p_action_mass_raw,top_token_is_action,sampled_action,subsequent_reward,future_cumulative_return,terminated,stop_payoff,continue_bonus,relative_incentive,common_incentive,history_hash,context_hash,generic_return_projection,advantage_projection,persistence_projection
seed-90310-pa-0.35-pb-0.20,seed-90310-pa-0.35-pb-0.20:0,90310,1090310,0,0.35,0.2,0,[],[],"[{""content"":""You are participating in an experiment. Your goal is to earn as many points as possible.\n\nThere are two options, A and B. Each has a fixed but unknown probability of earning or losing points. These probabilities remain the same throughout the experiment.\n\nA successful choice earns +3 points.\nAn unsuccessful choice loses 2 points.\n\nYou may choose C at any time to stop the experiment.\n\nStarting points: 0\n\nFor this decision only:\n- If you choose A or B now, you receive an additional -10 points on top of the normal outcome.\n- If you choose STOP now, you receive -10 points and the experiment ends.\nThese temporary payoffs expire after this decision. If you continue, later decisions use the normal rules.\n\nChoose one:\nA\nB\nC = STOP\n\nRespond with only A, B, or C."",""role"":""user""}]",,,none,none,0.0,,,24.125,22.625,23.125,0.6285317192117624,0.14024438316608848,0.23122389762214907,0.7687761023778509,1.201413277982752,0.9904481172561646,True,A,-2,-4.0,False,-10,-10,0,-20,0f6fcd82bab39c507584ca1b352dd915346dc38df4e17341102b65a80621f2f3,a938fa94f4f87b054f4e28f902058f52671c3cc7d37b7e1061c40a8696ff76bb,-5.164989471435547,82.87124633789062,0.6169228553771973
seed-90310-pa-0.35-pb-0.20,seed-90310-pa-0.35-pb-0.20:0,90310,1090310,0,0.35,0.2,0,[],[],"[{""content"":""You are participating in an experiment. Your goal is to earn as many points as possible.\n\nThere are two options, A and B. Each has a fixed but unknown probability of earning or losing points. These probabilities remain the same throughout the experiment.\n\nA successful choice earns +3 points.\nAn unsuccessful choice loses 2 points.\n\nYou may choose C at any time to stop the experiment.\n\nStarting points: 0\n\nFor this decision only:\n- If you choose A or B now, you receive an additional +0 points on top of the normal outcome.\n- If you choose STOP now, you receive -10 points and the experiment ends.\nThese temporary payoffs expire after this decision. If you continue, later decisions use the normal rules.\n\nChoose one:\nA\nB\nC = STOP\n\nRespond with only A, B, or C."",""role"":""user""}]",,,none,none,0.0,,,24.375,22.5,22.875,0.7264880530778339,0.11141055129298785,0.16210139562917808,0.8378986043708218,1.6426750576056008,0.9920230507850647,True,A,-2,-4.0,False,-10,0,10,-10,0f6fcd82bab39c507584ca1b352dd915346dc38df4e17341102b65a80621f2f3,ec15d5b74eb5aa298a58c18d27a798f4a9a015c92619ea867d217605bfa3e224,-10.36086654663086,102.3587875366211,1.2700393199920654
seed-90310-pa-0.35-pb-0.20,seed-90310-pa-0.35-pb-0.20:0,90310,1090310,0,0.35,0.2,0,[],[],"[{""content"":""You are participating in an experiment. Your goal is to earn as many points as possible.\n\nThere are two options, A and B. Each has a fixed but unknown probability of earning or losing points. These probabilities remain the same throughout the experiment.\n\nA successful choice earns +3 points.\nAn unsuccessful choice loses 2 points.\n\nYou may choose C at any time to stop the experiment.\n\nStarting points: 0\n\nFor this decision only:\n- If you choose A or B now, you receive an additional +10 points on top of the normal outcome.\n- If you choose STOP now, you receive -10 points and the experiment ends.\nThese temporary payoffs expire after this decision. If you continue, later decisions use the normal rules.\n\nChoose one:\nA\nB\nC = STOP\n\nRespond with only A, B, or C."",""role"":""user""}]",,,none,none,0.0,,,24.5,22.625,22.0,0.8094282425293875,0.12412984129644293,0.0664419161741696,0.9335580838258304,2.642675057605601,0.9896210432052612,True,A,-2,-4.0,False,-10,10,20,0,0f6fcd82bab39c507584ca1b352dd915346dc38df4e17341102b65a80621f2f3,c13668365292bdbb1638f6a5ab4547be8a1a3dfb52ce5fc909e53fc3d7379634,-4.704864501953125,91.61310577392578,2.2155251502990723
seed-90310-pa-0.35-pb-0.20,seed-90310-pa-0.35-pb-0.20:0,90310,1090310,0,0.35,0.2,0,[],[],"[{""content"":""You are participating in an experiment. Your goal is to earn as many points as possible.\n\nThere are two options, A and B. Each has a fixed but unknown probability of earning or losing points. These probabilities remain the same throughout the experiment.\n\nA successful choice earns +3 points.\nAn unsuccessful choice loses 2 points.\n\nYou may choose C at any time to stop the experiment.\n\nStarting points: 0\n\nFor this decision only:\n- If you choose A or B now, you receive an additional -10 points on top of the normal outcome.\n- If you choose STOP now, you receive +0 points and the experiment ends.\nThese temporary payoffs expire after this decision. If you continue, later decisions use the normal rules.\n\nChoose one:\nA\nB\nC = STOP\n\nRespond with only A, B, or C."",""role"":""user""}]",,,none,none,0.0,,,24.0,22.625,23.25,0.57964087413144,0.14655616432730323,0.2738029615412568,0.7261970384587433,0.9754126516016477,0.9920816421508789,True,A,-2,-4.0,False,0,-10,-10,-10,0f6fcd82bab39c507584ca1b352dd915346dc38df4e17341102b65a80621f2f3,e29da83b0c613c17c42022e245f048dbb01c07d8b90290909ab5bcd961b926ee,-8.130067825317383,92.910888671875,0.4933171272277832
seed-90310-pa-0.35-pb-0.20,seed-90310-pa-0.35-pb-0.20:0,90310,1090310,0,0.35,0.2,0,[],[],"[{""content"":""You are participating in an experiment. Your goal is to earn as many points as possible.\n\nThere are two options, A and B. Each has a fixed but unknown probability of earning or losing points. These probabilities remain the same throughout the experiment.\n\nA successful choice earns +3 points.\nAn unsuccessful choice loses 2 points.\n\nYou may choose C at any time to stop the experiment.\n\nStarting points: 0\n\nFor this decision only:\n- If you choose A or B now, you receive an additional +0 points on top of the normal outcome.\n- If you choose STOP now, you receive +0 points and the experiment ends.\nThese temporary payoffs expire after this decision. If you continue, later decisions use the normal rules.\n\nChoose one:\nA\nB\nC = STOP\n\nRespond with only A, B, or C."",""role"":""user""}]",,,none,none,0.0,,,24.25,22.125,22.5,0.7732714625474476,0.09235410604798919,0.13437443140456318,0.8656255685954368,1.8628222787715707,0.9871099591255188,True,A,-2,-4.0,False,0,0,0,0,0f6fcd82bab39c507584ca1b352dd915346dc38df4e17341102b65a80621f2f3,3b6099b60586ccf97ea4656d66d972a1f7590148d97f71eae53d67ffbdd0222c,-9.057838439941406,97.6130599975586,1.503415584564209
seed-90310-pa-0.35-pb-0.20,seed-90310-pa-0.35-pb-0.20:0,90310,1090310,0,0.35,0.2,0,[],[],"[{""content"":""You are participating in an experiment. Your goal is to earn as many points as possible.\n\nThere are two options, A and B. Each has a fixed but unknown probability of earning or losing points. These probabilities remain the same throughout the experiment.\n\nA successful choice earns +3 points.\nAn unsuccessful choice loses 2 points.\n\nYou may choose C at any time to stop the experiment.\n\nStarting points: 0\n\nFor this decision only:\n- If you choose A or B now, you receive an additional +10 points on top of the normal outcome.\n- If you choose STOP now, you receive +0 points and the experiment ends.\nThese temporary payoffs expire after this decision. If you continue, later decisions use the normal rules.\n\nChoose one:\nA\nB\nC = STOP\n\nRespond with only A, B, or C."",""role"":""user""}]",,,none,none,0.0,,,24.625,22.625,21.875,0.8338453529847986,0.11284869702173102,0.05330594999347029,0.9466940500065296,2.876928011042974,0.9901949763298035,True,A,-2,-4.0,False,0,10,10,10,0f6fcd82bab39c507584ca1b352dd915346dc38df4e17341102b65a80621f2f3,53788a81216e6bb745f1e963708b42540a615d2f6d80cd75515fcb959ac967e3,-8.972028732299805,91.20240020751953,2.551393508911133
seed-90310-pa-0.35-pb-0.20,seed-90310-pa-0.35-pb-0.20:0,90310,1090310,0,0.35,0.2,0,[],[],"[{""content"":""You are participating in an experiment. Your goal is to earn as many points as possible.\n\nThere are two options, A and B. Each has a fixed but unknown probability of earning or losing points. These probabilities remain the same throughout the experiment.\n\nA successful choice earns +3 points.\nAn unsuccessful choice loses 2 points.\n\nYou may choose C at any time to stop the experiment.\n\nStarting points: 0\n\nFor this decision only:\n- If you choose A or B now, you receive an additional -10 points on top of the normal outcome.\n- If you choose STOP now, you receive +10 points and the experiment ends.\nThese temporary payoffs expire after this decision. If you continue, later decisions use the normal rules.\n\nChoose one:\nA\nB\nC = STOP\n\nRespond with only A, B, or C."",""role"":""user""}]",,,none,none,0.0,,,23.625,22.375,23.75,0.41328235772219135,0.11840737794509683,0.46831026433271183,0.5316897356672882,0.12692908134537362,0.9925169348716736,True,A,-2,-4.0,False,10,-10,-20,0,0f6fcd82bab39c507584ca1b352dd915346dc38df4e17341102b65a80621f2f3,9e7e59e4cf047a05090c2182ea47b41c12b1272ece60186b8857436b88f099c4,-0.675419807434082,83.61843872070312,-0.3564033508300781
seed-90310-pa-0.35-pb-0.20,seed-90310-pa-0.35-pb-0.20:0,90310,1090310,0,0.35,0.2,0,[],[],"[{""content"":""You are participating in an experiment. Your goal is to earn as many points as possible.\n\nThere are two options, A and B. Each has a fixed but unknown probability of earning or losing points. These probabilities remain the same throughout the experiment.\n\nA successful choice earns +3 points.\nAn unsuccessful choice loses 2 points.\n\nYou may choose C at any time to stop the experiment.\n\nStarting points: 0\n\nFor this decision only:\n- If you choose A or B now, you receive an additional +0 points on top of the normal outcome.\n- If you choose STOP now, you receive +10 points and the experiment ends.\nThese temporary payoffs expire after this decision. If you continue, later decisions use the normal rules.\n\nChoose one:\nA\nB\nC = STOP\n\nRespond with only A, B, or C."",""role"":""user""}]",,,none,none,0.0,,,24.0,22.375,23.875,0.48090597041942784,0.09469600025098814,0.42439802932958415,0.575601970670416,0.30474463538566,0.9921743869781494,True,A,-2,-4.0,False,10,0,-10,10,0f6fcd82bab39c507584ca1b352dd915346dc38df4e17341102b65a80621f2f3,b53f99c8fe8bdc71047df7430ef41c2c68b5f07db2caf91b5772a098d7c0a1cf,-7.066938400268555,101.3876724243164,-0.12943696975708008
seed-90310-pa-0.35-pb-0.20,seed-90310-pa-0.35-pb-0.20:0,90310,1090310,0,0.35,0.2,0,[],[],"[{""content"":""You are participating in an experiment. Your goal is to earn as many points as possible.\n\nThere are two options, A and B. Each has a fixed but unknown probability of earning or losing points. These probabilities remain the same throughout the experiment.\n\nA successful choice earns +3 points.\nAn unsuccessful choice loses 2 points.\n\nYou may choose C at any time to stop the experiment.\n\nStarting points: 0\n\nFor this decision only:\n- If you choose A or B now, you receive an additional +10 points on top of the normal outcome.\n- If you choose STOP now, you receive +10 points and the experiment ends.\nThese temporary payoffs expire after this decision. If you continue, later decisions use the normal rules.\n\nChoose one:\nA\nB\nC = STOP\n\nRespond with only A, B, or C."",""role"":""user""}]",,,none,none,0.0,,,24.25,22.375,23.0,0.6945120804172973,0.10650687706579691,0.19898104251690574,0.8010189574830942,1.3926750576056008,0.9893115162849426,True,A,-2,-4.0,False,10,10,0,20,0f6fcd82bab39c507584ca1b352dd915346dc38df4e17341102b65a80621f2f3,cec2f5e34f8c32f8eac1d3f77606220a1a381babf7cff607f5e97e0934c5d707,-6.543815612792969,94.55281066894531,1.007462739944458
seed-90310-pa-0.35-pb-0.20,seed-90310-pa-0.35-pb-0.20:0,90310,1090310,0,0.35,0.2,0,[],[],"[{""content"":""You are participating in an experiment. Your goal is to earn as many points as possible.\n\nThere are two options, A and B. Each has a fixed but unknown probability of earning or losing points. These probabilities remain the same throughout the experiment.\n\nA successful choice earns +3 points.\nAn unsuccessful choice loses 2 points.\n\nYou may choose C at any time to stop the experiment.\n\nStarting points: 0\n\nFor this decision only:\n- If you choose A or B now, you receive an additional -10 points on top of the normal outcome.\n- If you choose STOP now, you receive +20 points and the experiment ends.\nThese temporary payoffs expire after this decision. If you continue, later decisions use the normal rules.\n\nChoose one:\nA\nB\nC = STOP\n\nRespond with only A, B, or C."",""role"":""user""}]",,,none,none,0.0,,,23.5,22.25,24.125,0.3169822524455796,0.09081693584520627,0.5922008117092142,0.4077991882907859,-0.3730709186546264,0.993727445602417,True,A,-2,-4.0,False,20,-10,-30,10,0f6fcd82bab39c507584ca1b352dd915346dc38df4e17341102b65a80621f2f3,aba6bdc3da80aafc3400a2737b59d3d07fc5ab72f164dd544ebb5817b3134a05,-0.030585289001464844,95.36100006103516,-0.7935328483581543
